,function_type,function_input,predicted_cpu,predicted_frequency,energy,duration,cpu_util,prediction_time
933,floatmatmult,"['matrix1_4000_0.7.txt', 'matrix1_4000_0.7.txt']",16,2200000,254.85448956154903,21302.0,17.21135286991099,0.2020431599812582
934,floatmatmult,"['matrix1_2000_0.7.txt', 'matrix1_2000_0.7.txt']",16,1600000,81.86458657883016,7710.0,11.240085237488543,0.20657913002651185
935,imageprocess,['1.8M-opera_2_199207.jpg'],25,1600000,22.755251431975783,3779.0,6.009166507139779,0.2802417849889025
936,floatmatmult,"['matrix1_1000_0.3.txt', 'matrix1_1000_0.3.txt']",31,1600000,30.75561843433833,2407.0,10.531989927200035,0.20445572398602962
937,floatmatmult,"['matrix1_4000_0.3.txt', 'matrix1_4000_0.3.txt']",3,1000000,422.9175217282369,45810.0,3.496397707345493,0.20199807407334447
938,imageprocess,['4.3M-sunset_and_evening_1_of_2_515486.jpg'],10,1600000,37.18459910265887,6837.0,2.892147916666667,0.27905723999720067
939,videoprocess,['5.6M-DLP_PART_2_768k.avi'],3,2200000,101.21245537009293,9382.0,2.0709945899929814,0.3015720519470051
940,linpack,['1000'],5,2400000,431.1487690427487,18887.0,5.67273420983037,0.13670381996780634
941,videoprocess,['5.6M-DLP_PART_2_768k.avi'],28,1600000,287.0308521388228,13598.0,11.82792849188866,0.3021067789522931
942,encrypt,"['35000', '25']",10,1600000,156.24026074648046,15419.0,1.027648064867872,0.16128929902333766
943,videoprocess,['6.1M-720.avi'],25,2400000,116.63377522676072,6208.0,5.102672540805008,0.3003219600068405
944,linpack,['250'],3,1600000,42.10019895180254,4123.0,3.2326275653952066,0.13698234094772488
945,videoprocess,['4.9M-640.avi'],5,1400000,45.63075940711998,7308.0,1.9568048327153007,0.30227317893877625
946,encrypt,"['10000', '10']",25,1000000,22.01109632032596,2884.0,1.027931279821119,0.1632294860901311
947,floatmatmult,"['matrix1_1000_0.7.txt', 'matrix1_1000_0.7.txt']",2,2400000,25.39644017628328,2420.0,1.613880559018329,0.2037360470276326
948,imageprocess,['6.1M-fire_514822.jpg'],7,1600000,24.00915290868673,4007.0,1.0781094498367412,0.2785362460417673
949,encrypt,"['10000', '25']",19,2400000,39.02260152396667,2923.0,1.0386221065971817,0.16136303602252156
950,encrypt,"['50000', '100']",5,2000000,789.2739349641334,69223.0,1.0182413870972238,0.16529141797218472
951,videoprocess,['5.6M-DLP_PART_2_768k.avi'],3,1000000,149.15408969871396,20515.0,2.2751393511661457,0.30486817797645926
952,encrypt,"['5000', '100']",22,1200000,104.06689540922385,11732.0,1.0197731112474753,0.1632036690134555
953,videoprocess,['820K-cbw3.avi'],13,1400000,2.7883311266350086,1146.0,1.0686762618806798,0.30286716495174915
954,videoprocess,['5.6M-DLP_PART_2_768k.avi'],19,2400000,267.67879198231293,9150.0,7.90025333243979,0.30716443597339094
955,linpack,['2000'],7,2400000,704.7212579592276,26399.0,7.794989199688581,0.13720006495714188
956,floatmatmult,"['matrix1_1000_0.3.txt', 'matrix1_1000_0.3.txt']",16,1200000,20.41986081554458,3257.0,7.353356964142491,0.20258052402641624
957,floatmatmult,"['matrix1_8000_0.7.txt', 'matrix1_8000_0.7.txt']",3,2200000,1808.5481555173828,132573.0,3.6559280451647154,0.20769258600194007
958,linpack,['2000'],1,2400000,3345.1639145157696,214833.0,1.3593174649469113,0.1383711009984836
959,encrypt,"['500', '75']",19,1000000,7.391151684717304,1187.0,1.0299337078140751,0.16395690001081675
960,linpack,['750'],13,2000000,134.40026421343947,5696.0,14.131187820776516,0.13891505799256265
961,videoprocess,['6.1M-720.avi'],13,1600000,96.76285984783092,9241.0,6.57430033321115,0.30024623801000416
962,videoprocess,['1008K-grb_2.avi'],1,2400000,35.50225875804068,4874.0,1.0736919875796018,0.30319085193332285
963,linpack,['5000'],5,1800000,1205.0321270539723,76199.0,6.328199038433801,0.13748529204167426
964,videoprocess,['5.6M.mp4'],16,2200000,163.1894231944856,14618.0,2.1886274911796937,0.3006152940215543
965,videoprocess,['6.1M-720.avi'],16,1600000,75.11220379425944,9054.0,3.7241576580310927,0.30311070499010384
966,videoprocess,['2.2M.mp4'],25,2000000,87.16532701328573,8441.0,6.724176838666967,0.29958523204550147
967,floatmatmult,"['matrix1_4000_0.7.txt', 'matrix1_4000_0.7.txt']",13,1600000,279.5858643423298,29424.0,13.846442541292028,0.20230692205950618
968,floatmatmult,"['matrix1_2000_0.3.txt', 'matrix1_2000_0.3.txt']",31,1200000,81.84107334925612,8553.0,15.84674406435891,0.2015880849212408
969,videoprocess,['6.1M-720.avi'],3,1000000,65.10435115379065,14843.0,1.4557124061293818,0.30558820499572903
970,encrypt,"['10000', '50']",22,2400000,84.62538962043354,5855.0,1.0279190427276472,0.16210031101945788
971,encrypt,"['35000', '10']",2,1800000,59.933024574326026,5524.0,1.0285755102934522,0.1658443339401856
972,encrypt,"['5000', '50']",3,1400000,46.13974870446933,5062.0,1.0268464448746335,0.16233357100281864
973,videoprocess,['3.8M-lion-sample.avi'],10,1400000,92.50439345961118,10437.0,4.408577451483335,0.302322848001495
974,linpack,['2500'],25,1400000,352.1918223174865,12491.0,28.65228685232733,0.13568026991561055
975,linpack,['5000'],2,1200000,2694.2607884737463,255349.0,2.646119848770317,0.1410572719760239
976,floatmatmult,"['matrix1_6000_0.7.txt', 'matrix1_6000_0.7.txt']",16,1200000,872.3775649815905,97794.0,17.180777375761565,0.2034072910901159
977,encrypt,"['10000', '50']",16,2200000,72.2319257992043,6371.0,1.0174260354429168,0.16303594911005348
978,floatmatmult,"['matrix1_6000_0.7.txt', 'matrix1_6000_0.7.txt']",19,1000000,982.2959912945096,115743.0,21.09556559378853,0.20460067898966372
979,linpack,['250'],3,2000000,38.731278549647776,3353.0,3.2582881842800195,0.13757280400022864
980,floatmatmult,"['matrix1_1000_0.3.txt', 'matrix1_1000_0.3.txt']",22,1400000,20.46942173319372,2799.0,5.554979010793415,0.2018978240666911
981,encrypt,"['1000', '30']",25,2400000,5.077397177446862,392.0,5.841004874057112e-07,0.16538141993805766
982,encrypt,"['5000', '75']",28,1800000,59.65377686773548,5865.0,1.0174219978241783,0.16244245797861367
983,linpack,['3000'],3,2000000,1442.8978935931032,97156.0,3.4926035068722907,0.13687349506653845
984,imageprocess,['3.9M-mouettes_seagulls_514235.jpg'],5,1400000,14.6242576572288,3512.0,1.0423784903043032,0.27847439504694194
985,linpack,['1500'],28,1400000,211.3524251041049,7811.0,30.910263172081603,0.13385372108314186
986,linpack,['5000'],13,1200000,651.9142720161891,37982.0,14.443674128870974,0.13439528399612755
987,encrypt,"['10000', '75']",19,2000000,115.7458615060565,10496.0,1.0260095139050338,0.16415096598211676
988,floatmatmult,"['matrix1_6000_0.7.txt', 'matrix1_6000_0.7.txt']",22,2000000,639.1816076644627,58651.0,23.602683993110645,0.20468017202802002
989,encrypt,"['1000', '50']",28,2000000,6.370616328604776,757.0,1.099191976659398e-06,0.1655465760268271
990,floatmatmult,"['matrix1_4000_0.7.txt', 'matrix1_4000_0.7.txt']",2,2200000,332.95272640089354,26650.0,2.4820020170590493,0.20296910195611417
991,encrypt,"['10000', '100']",5,1200000,207.14128912774865,23288.0,1.0384203746741856,0.16384576598647982
992,linpack,['3500'],31,1200000,367.2219085335721,13839.0,35.20102871170823,0.13736712792888284
993,imageprocess,['3.8M-sunset_and_evening_2_of_2_515480.jpg'],1,2000000,30.182969361463424,4974.0,1.0519048617530855,0.27748468110803515
994,linpack,['4000'],31,1600000,424.50738776494177,11691.0,36.4469701411502,0.13759039505384862
995,floatmatmult,"['matrix1_1000_0.3.txt', 'matrix1_1000_0.3.txt']",16,1600000,26.38811214339499,2502.0,6.795116600739824,0.20176423608791083
996,imageprocess,['6.3M-cafe_coffe_515939.jpg'],31,1600000,31.024050998206672,5502.0,1.0699553707104166,0.28280029399320483
997,videoprocess,['404K-small.avi'],7,1000000,0.6744541763106023,1989.0,2.5645681365346475,0.30351449304725975
