function,lachesis_start,lachesis_end,start_time,end_time,duration,cold_start_latency,slo,inputs,cpu_limit,mem_limit,predicted_cpu,predicted_mem,p90_cpu,p95_cpu,p99_cpu,max_cpu,max_mem,invoker_ip,invoker_name,activation_id,exp_no,scheduled_cpu,scheduled_mem,energy,frequency
imageprocess,2024-03-11T05:40:16.504971Z,2024-03-11T05:40:41.905534Z,2024-03-11T05:40:31.718Z,2024-03-11T05:40:41.231Z,9512.0,799.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",5.0,5120.0,-1.0,-1.0,1.0388457509774498,1.2137023708060677,2.469726221043872,2.7837321836033215,287.0,129.114.109.158,w1,22d8fe83267c45a898fe83267c35a8ee,,5,5120,35.913838206401294,1000000.0
imageprocess,2024-03-11T05:40:42.600712Z,2024-03-11T05:40:55.152984Z,2024-03-11T05:40:44.906Z,2024-03-11T05:40:54.473Z,9567.0,805.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",7.0,5120.0,-1.0,-1.0,1.0373350287467689,1.037834556629571,1.0382817833857623,1.03839359007481,309.0,129.114.109.158,w1,3dc6e2059af34c6886e2059af31c68c5,,7,5120,35.84249157773977,1000000.0
imageprocess,2024-03-11T05:40:55.679919Z,2024-03-11T05:41:18.082417Z,2024-03-11T05:41:07.807Z,2024-03-11T05:41:17.349Z,9541.0,780.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",7.0,5120.0,-1.0,-1.0,1.060651643231688,1.3265882370611797,3.23623718756094,3.713649425185878,313.0,129.114.109.158,w1,04848fb818cf4ffc848fb818cfbffc6a,,7,5120,36.03932086066085,1000000.0
imageprocess,2024-03-11T05:41:18.766209Z,2024-03-11T05:41:41.048621Z,2024-03-11T05:41:30.909Z,2024-03-11T05:41:40.411Z,9502.0,832.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",7.0,5120.0,-1.0,-1.0,1.0398460880963447,1.0449199461001033,1.060596154938581,1.0645152071482005,312.0,129.114.109.158,w1,9ada44d81f4940a79a44d81f49c0a765,,7,5120,33.13474940473929,1000000.0
imageprocess,2024-03-11T05:41:41.849097Z,2024-03-11T05:41:54.113364Z,2024-03-11T05:41:43.986Z,2024-03-11T05:41:53.449Z,9462.0,789.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",10.0,5120.0,-1.0,-1.0,1.0595968027827667,1.0597545775149433,1.0608663376629217,1.0611442776999165,309.0,129.114.109.158,w1,ed9be84c9a12451f9be84c9a12251ffc,,10,5120,33.15366709794033,1000000.0
imageprocess,2024-03-11T05:41:54.935733Z,2024-03-11T05:42:20.437767Z,2024-03-11T05:42:10.092Z,2024-03-11T05:42:19.744Z,9651.0,785.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",10.0,5120.0,-1.0,-1.0,1.0690162298827637,1.06987001753748,1.0699264097187353,1.0699405077640494,294.0,129.114.109.158,w1,d6fe5f7cc3d94442be5f7cc3d9844290,,10,5120,33.141786699775466,1000000.0
imageprocess,2024-03-11T05:42:21.021082Z,2024-03-11T05:42:43.305678Z,2024-03-11T05:42:33.094Z,2024-03-11T05:42:42.667Z,9573.0,773.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",10.0,5120.0,-1.0,-1.0,1.0603414363797508,1.0618061917318757,1.0678915398519049,1.0694128768819122,300.0,129.114.109.158,w1,3754d31aa2584f6b94d31aa2585f6b1e,,10,5120,32.006347050159796,1000000.0
imageprocess,2024-03-11T05:42:44.104687Z,2024-03-11T05:42:56.378608Z,2024-03-11T05:42:46.213Z,2024-03-11T05:42:55.670Z,9456.0,748.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",13.0,5120.0,-1.0,-1.0,1.0622027922854338,1.0696541031435212,1.0701973540240675,1.0703331667442042,301.0,129.114.109.158,w1,288c7e47750a414d8c7e47750a514d11,,13,5120,34.94899305468577,1000000.0
imageprocess,2024-03-11T05:42:57.186253Z,2024-03-11T05:43:04.886156Z,2024-03-11T05:42:57.240Z,2024-03-11T05:43:04.498Z,7257.0,0.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",13.0,5120.0,-1.0,-1.0,-0.02,-0.02,-0.02,-0.02,-2.0,129.114.109.158,w1,4d8e9c8157be49a68e9c8157be69a687,,13,5120,-1.0,1000000.0
imageprocess,2024-03-11T05:43:05.252091Z,2024-03-11T05:43:17.476583Z,2024-03-11T05:43:07.288Z,2024-03-11T05:43:16.810Z,9522.0,743.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",13.0,5120.0,-1.0,-1.0,1.0576619013648405,1.0580132499001969,1.0591198196475922,1.059396462084441,302.0,129.114.109.158,w1,c93000bc3f23443ab000bc3f23b43a72,,13,5120,35.9786627246671,1000000.0
imageprocess,2024-03-11T05:43:18.322754Z,2024-03-11T05:43:30.496702Z,2024-03-11T05:43:20.386Z,2024-03-11T05:43:29.872Z,9486.0,762.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",16.0,5120.0,-1.0,-1.0,1.061130092766764,1.595402220521392,5.392414578064005,6.341667667449653,295.0,129.114.109.158,w1,b9423b19938b488c823b19938b788c09,,16,5120,33.20225155579744,1000000.0
imageprocess,2024-03-11T05:43:31.406065Z,2024-03-11T05:43:53.792132Z,2024-03-11T05:43:43.571Z,2024-03-11T05:43:53.148Z,9576.0,742.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",16.0,5120.0,-1.0,-1.0,1.0499873447688008,1.6229968293660761,5.691717047891108,6.708897102522361,286.0,129.114.109.158,w1,d33aa005d8d34217baa005d8d3f21733,,16,5120,32.29614107668153,1000000.0
imageprocess,2024-03-11T05:43:54.490399Z,2024-03-11T05:44:19.745979Z,2024-03-11T05:44:09.571Z,2024-03-11T05:44:19.073Z,9501.0,738.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",16.0,5120.0,-1.0,-1.0,1.0481474590700877,1.2649908298367665,2.8207466564303774,3.2096856130787783,293.0,129.114.109.158,w1,6a44390a6c71465884390a6c71665801,,16,5120,34.84863453859059,1000000.0
imageprocess,2024-03-11T05:44:20.574129Z,2024-03-11T05:44:32.841307Z,2024-03-11T05:44:22.603Z,2024-03-11T05:44:32.138Z,9535.0,735.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",19.0,5120.0,-1.0,-1.0,1.0581774597590772,1.8268488719358684,7.350253592037383,8.731104772062755,291.0,129.114.109.158,w1,a902b46dcb5d4bdd82b46dcb5d4bdd50,,19,5120,30.99956502476496,1000000.0
imageprocess,2024-03-11T05:44:33.654778Z,2024-03-11T05:44:56.133902Z,2024-03-11T05:44:45.997Z,2024-03-11T05:44:55.507Z,9509.0,758.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",19.0,5120.0,-1.0,-1.0,1.0697502856349026,1.0726107894890806,1.0908125714481696,1.0953630169379418,303.0,129.114.109.158,w1,c91047629b7647999047629b76779950,,19,5120,33.227342899042405,1000000.0
imageprocess,2024-03-11T05:44:56.737274Z,2024-03-11T05:45:19.212303Z,2024-03-11T05:45:08.970Z,2024-03-11T05:45:18.490Z,9520.0,754.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",19.0,5120.0,-1.0,-1.0,1.069283809618448,1.0715653568305954,1.0726205702831735,1.072884373646318,309.0,129.114.109.158,w1,01e88a2eee2249f9a88a2eee2259f996,,19,5120,32.85535363143888,1000000.0
imageprocess,2024-03-11T05:45:19.821358Z,2024-03-11T05:45:32.016422Z,2024-03-11T05:45:21.902Z,2024-03-11T05:45:31.365Z,9462.0,731.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",22.0,5120.0,-1.0,-1.0,1.0485840919465332,1.9353443551046445,8.30856344845834,9.901868221796756,289.0,129.114.109.158,w1,0cb8ef12682245d1b8ef12682245d12b,,22,5120,35.33385419275019,1000000.0
imageprocess,2024-03-11T05:45:32.916896Z,2024-03-11T05:45:55.330521Z,2024-03-11T05:45:44.967Z,2024-03-11T05:45:54.638Z,9670.0,750.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",22.0,5120.0,-1.0,-1.0,1.0495251932197376,1.3692573320778703,6.225198103715222,7.439183296624572,308.0,129.114.109.158,w1,0b7c040093e8440cbc040093e8340c09,,22,5120,34.35447805432366,1000000.0
imageprocess,2024-03-11T05:45:56.001153Z,2024-03-11T05:46:18.320927Z,2024-03-11T05:46:08.160Z,2024-03-11T05:46:17.624Z,9464.0,752.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",22.0,5120.0,-1.0,-1.0,1.0475917688759993,1.049372479746944,1.0573922677329102,1.0593972147294017,312.0,129.114.109.158,w1,c51e71251dd9493b9e71251dd9593b2b,,22,5120,33.80214340459522,1000000.0
imageprocess,2024-03-11T05:46:19.090184Z,2024-03-11T05:46:31.257656Z,2024-03-11T05:46:21.166Z,2024-03-11T05:46:30.626Z,9459.0,713.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",25.0,5120.0,-1.0,-1.0,1.0582656842326392,1.0589619506736556,1.0591046333849583,1.059140304062784,284.0,129.114.109.158,w1,c05af7739ead42779af7739ead62770a,,25,5120,31.529192123111212,1000000.0
imageprocess,2024-03-11T05:46:32.172424Z,2024-03-11T05:46:54.484432Z,2024-03-11T05:46:44.292Z,2024-03-11T05:46:53.738Z,9445.0,729.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",25.0,5120.0,-1.0,-1.0,1.0606394837196822,1.063186273921853,1.0682949613931103,1.0695721332609247,311.0,129.114.109.158,w1,9234b7f9c1564b43b4b7f9c156ab431e,,25,5120,33.95068253967202,1000000.0
