tid,start_time,end_time,function,container_id,duration,cold_start_latency,cpu,inputs,p90_cpu,p95_cpu,p99_cpu,max_cpu,max_mem,invoker_ip
#tid_a7a8b0d6e7129e252d7c9ba64a9bbd7b,2023-09-20T01:30:43.014Z,2023-09-20T01:30:44.400Z,floatmatmult_11,b12f37d14dd98bf204f60ff838a92390068390ea5f4ca46e93be897eadc602f9,1385,710,11,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",716.1309310375966,1299.6953982144487,1951.0334923735463,2113.868015913322,118.1875,129.114.108.232
#tid_50704592861946e516e5779c549faca4,2023-09-20T01:30:46.427Z,2023-09-20T01:30:47.798Z,floatmatmult_12,314bfb3b761464f21c8401fd2501668bd9cc063d01faa11e2c55d0244d39c2ad,1370,698,12,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",722.4185465581584,873.9025353394953,1035.7564507765192,1076.2199296357753,117.91015625,129.114.108.232
#tid_dc543ca6ecf7018b571ef81f27134540,2023-09-20T01:30:49.704Z,2023-09-20T01:30:51.100Z,floatmatmult_13,63e85c1fcdd3fe7f53bcf2443f07269cbe46d8e1123ee735c732bc8742061063,1396,694,13,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",825.6610535177078,1063.0334704499803,1335.5375889968532,1403.6636186335718,118.02734375,129.114.108.232
#tid_b503a52e1477acbd12a8575382e8df24,2023-09-20T01:30:53.015Z,2023-09-20T01:30:54.402Z,floatmatmult_14,0a9cd4da2a5b6b2de1b713182d7c3dccd7a35ebd2d0248d0caf5b28fec05a26e,1386,710,14,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",1107.5265045228214,1421.8456978266092,1620.503742453164,1670.168253609803,117.5390625,129.114.108.232
#tid_128662f90a092745f17e1314f8e51aa0,2023-09-20T01:30:56.416Z,2023-09-20T01:30:57.704Z,floatmatmult_15,9822657434f59a97d81fd925990634ba6d625bfc4bc25b7fa90ed76f8fd3a55c,1288,717,15,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",1051.7561910684858,1157.5441535949367,1245.8294908213777,1267.900825127988,116.7421875,129.114.108.232
#tid_ad586eaf9685776ca1b6f97ace719fa4,2023-09-20T01:30:59.605Z,2023-09-20T01:31:01.004Z,floatmatmult_16,6d61fd815d53825f0bd62270e95e4136e64ff300235c0fb271eabd2807879fc0,1398,659,16,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",1447.9214792633736,1578.4740610185193,1634.970627888281,1649.0947696057212,117.46484375,129.114.108.232
#tid_4073902d75c074506485fb9546f18252,2023-09-20T01:31:02.922Z,2023-09-20T01:31:04.285Z,floatmatmult_17,b91cfd51f3dc3cf647cf3be44bdcb51a9395577c6035eb0c0217e25339e2abe9,1362,683,17,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",1228.7729787010462,1243.329967669265,1246.7881828630043,1247.6527366614391,117.18359375,129.114.108.232
#tid_db9df3c62a55a19c91b2041f0d976041,2023-09-20T01:31:06.125Z,2023-09-20T01:31:07.491Z,floatmatmult_18,fe6aada8fbbe961ee34cff29fadac7ae33ead8d862519d5541b90b9fecf3347d,1366,657,18,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",1098.2004731800976,1441.612446320132,1728.2748884813846,1799.9404990216983,116.97265625,129.114.108.232
#tid_bf20fff91865b2b7886b4f3ce7949bad,2023-09-20T01:31:09.511Z,2023-09-20T01:31:10.803Z,floatmatmult_19,bc29d0413e6bd0d23518557e62605756257f47e9e616a5eb4f9980f7ed444a63,1291,719,19,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",1697.0937330123345,2156.7852887216245,2436.299572535339,2506.178143488768,117.09765625,129.114.108.232
#tid_19bf2677ee0f7d06f6329b95ba3cfbaa,2023-09-20T01:31:12.617Z,2023-09-20T01:31:13.991Z,floatmatmult_20,b9299f3d2a09f2e368c0413cffacbbcf486bb79675a9229cefe249f98be5c828,1373,636,20,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",1864.5656780482605,1987.8169268388408,1999.1556202969987,2001.990293661538,116.796875,129.114.108.232
#tid_d33136b691f9d1f26e94678d689eb280,2023-09-20T01:31:15.838Z,2023-09-20T01:31:17.184Z,floatmatmult_21,b3d5a3f91a5e20cace2649e291e59b2780d2b98178d28c1569496e07b90dd48d,1346,683,21,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",1187.0616156578506,1201.290880351284,1206.6904191322249,1208.04030382746,112.86328125,129.114.108.232
#tid_dec5585cbddec6c720dbe0d2bd391140,2023-09-20T01:31:19.016Z,2023-09-20T01:31:20.306Z,floatmatmult_22,685934c40706abd964cbdb7f12ccfe529c2f397dac5c1d5b75aa1c6509bc42f9,1289,638,22,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",1404.9328135780484,1529.9288496379784,1634.1478954439895,1660.2026568954925,113.75390625,129.114.108.232
#tid_ee2f2f3687b75eadd05bc19cec711661,2023-09-20T01:31:23.214Z,2023-09-20T01:31:24.512Z,floatmatmult_23,be03825dccbc42deaf29fe4a7f8d32df85bb243439c1bcbc26a66913e39b7377,1298,635,23,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",1695.9044847676714,1965.962552441423,2199.46347418092,2257.8387046157945,117.48046875,129.114.108.232
#tid_a3b1c1cabc4983a8a06b2b2cae9c3996,2023-09-20T01:31:26.327Z,2023-09-20T01:31:27.693Z,floatmatmult_24,958768c0f923e59363555bda74bac9233486ed8fcf6cee4a06fadffc40c68b4d,1366,645,24,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",2029.075314987691,2338.3383786041913,2416.3620343373173,2435.867948270599,116.14453125,129.114.108.232
#tid_186eb5ddfa293b41b0635596328b5c35,2023-09-20T01:31:29.532Z,2023-09-20T01:31:30.800Z,floatmatmult_25,d08bf6499b53223ade26f61b1bafa6196c748a2ba1b3de354c9e483b9317f358,1267,666,25,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",1605.6183291088169,2091.9680458707185,2662.776399080494,2805.4784873829385,117.3671875,129.114.108.232
#tid_6c4c0650eae2b9eb50b735217e42ec4e,2023-09-20T01:31:32.637Z,2023-09-20T01:31:33.911Z,floatmatmult_26,8d15cf99779626a3da8fcbc5c26749beddf56e424c96ad8329aa2c9151ad9b6c,1273,657,26,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",1268.483024644389,1588.9317760872298,1842.722022550438,1906.1695841662406,117.54296875,129.114.108.232
#tid_9fb165bd207cc673dc9f267fe3ec8bc1,2023-09-20T01:31:39.709Z,2023-09-20T01:31:41.066Z,floatmatmult_29,b630a8efb503d32f51e7e7f9a5ec5ce363ac2b2d461a4fa43c291ad3de32d65a,1357,689,29,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",1220.8614827153024,1809.0924973467152,2371.2205330214483,2511.7525419401327,118.10546875,129.114.108.232
#tid_eaaa46378ccc8ee705c413c8a93081fd,2023-09-20T01:31:42.950Z,2023-09-20T01:31:44.197Z,floatmatmult_30,9733fce8b88827f1c761aa69cc6ff5ceb73c52c0599d213a170e7147457c3c63,1246,681,30,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",1991.5944006518862,2689.4942725457086,3318.918659801598,3476.274756615569,118.19140625,129.114.108.232
#tid_5dfc042ab10cb4c3145efc8ecd78d9e6,2023-09-20T01:31:46.010Z,2023-09-20T01:31:47.295Z,floatmatmult_31,a39b0b7844bce24477dc655c432bdc0b8f7ec94b0ddf379169774eb04ff810c5,1285,630,31,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",1792.4500718428221,2424.9155116066454,2951.3351201177684,3082.940022245548,115.42578125,129.114.108.232
#tid_b3f46340c0f634598404901213a5fc71,2023-09-20T01:31:49.228Z,2023-09-20T01:31:50.484Z,floatmatmult_32,b3dc49fcd43b7f3d1afe72a27a229861c7926cbc85eac4e83c06c5bfe2a0bc0b,1255,688,32,"[""\""matrix1_1000_0.5.txt\"""", ""\""matrix1_1000_0.5.txt\""""]",1794.3769482160687,2085.3252249022444,2323.537491044793,2383.0905575804295,117.67578125,129.114.108.232
#tid_f75ea699ed122a4001885373bd069c5e,2023-09-20T01:31:52.616Z,2023-09-20T01:41:53.530Z,floatmatmult_1,73259a5737eaba70ae2b342043468375b248ec60efe1174496a3a8636c127a9b,600911,898,1,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",117.93680722329339,130.57774892031267,186.523308881191,272.3763853215982,4792.515625,129.114.108.232
#tid_0774765394f094a89cad77aa99fcf687,2023-09-20T01:32:57.705Z,2023-09-20T01:39:13.631Z,floatmatmult_2,bc1eca70904614f413c015bcc23b7da3c2021b9d3c4fef85b6fd2f08dd630016,375924,887,2,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",212.95542805357942,230.91086261918232,278.7278919829419,421.98450222839165,4799.1796875,129.114.108.232
#tid_fe7fe6d06b868b84d126b89aec08a968,2023-09-20T01:34:02.657Z,2023-09-20T01:38:11.227Z,floatmatmult_3,cf6e712c9f28b6fcc1f08f2ee6cebff60a8bcdcdb2bffb2c07d038704b70faa3,248570,760,3,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",298.3602436964821,318.5533106749931,377.6355242655616,464.5900400030068,4799.75,129.114.108.232
#tid_3a1059d99c4c95394d193acbe4091f5a,2023-09-20T01:35:07.843Z,2023-09-20T01:38:33.235Z,floatmatmult_4,2513faa0e6671e1b7b2fb2c545ee831d681530c920ea55c635a31b717f7f98b9,205391,741,4,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",411.94634969150087,441.69767463509464,497.2840796715575,567.2475982769425,4799.21484375,129.114.108.232
#tid_f4f67e4dca349a8a90ebdf52903b9d91,2023-09-20T01:36:12.883Z,2023-09-20T01:39:30.556Z,floatmatmult_5,2f3ecda171cc03fcf269d99f165b4871707835c4246e6dac9d39f259d64a6b5a,197673,781,5,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",503.21709993789136,547.4448021058824,619.9997553255092,721.8131477428559,4799.16015625,129.114.108.232
#tid_268701597c5f0f46f26f307e6cc2c7e0,2023-09-20T01:39:28.146Z,2023-09-20T01:42:03.469Z,floatmatmult_8,c8456c0e65e928c69c5296a60a26e2b8cf40cd3fcf2c9bc9b4343d6129f1f80b,155323,757,8,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",732.1157315170869,768.0663233025289,854.2215189134184,1141.4253084957952,4799.19921875,129.114.108.232
#tid_93140fd474f9efe032e2cf009bb4bd0b,2023-09-20T01:40:33.148Z,2023-09-20T01:43:21.919Z,floatmatmult_9,ec847a91feea0aa7c45b98162cc6a2fea7e34db541e426298d0ce8a568f82ee5,168770,687,9,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",898.9884893262052,951.824970678474,1037.60594055533,1266.7154266783405,4799.23828125,129.114.108.232
#tid_d74336350595a4386d29939f4fa79020,2023-09-20T01:41:38.234Z,2023-09-20T01:43:52.922Z,floatmatmult_10,f156cc1129e7672164ecb301b44bcfef62dc9933738f36fc9ac96300084679cb,134688,742,10,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",795.2555473596444,834.112054796674,923.3932510256311,1219.4312303703239,4802.015625,129.114.108.232
#tid_771a7102f8383188c80f6482a50a4138,2023-09-20T01:42:43.262Z,2023-09-20T01:44:56.480Z,floatmatmult_11,c9fd317f23e3bf9518d2f30babe3aab20567fd27840b4c34b158f34f446876b9,133217,755,11,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",1048.9450666451435,1102.5841134725106,1246.5122288719097,1369.369075758364,4802.83203125,129.114.108.232
#tid_c7eb96c10956209502ee2a2b564594af,2023-09-20T01:43:49.328Z,2023-09-20T01:46:08.066Z,floatmatmult_12,be4df9fec86f5dd0958e18365732dc388f72ae89581fbc67e6eeb02fad9049f9,138738,692,12,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",805.1234115753235,836.6513258222559,920.8597275607018,1372.6876980538923,4799.4609375,129.114.108.232
#tid_0c57cebe3ab987d3753eb971296fda81,2023-09-20T01:44:53.344Z,2023-09-20T01:47:18.162Z,floatmatmult_13,1b4cfbaa75bf521120074fd0d67b0fd12a745575f39babbc5c26a8249bc22d29,144818,695,13,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",1268.102242741767,1334.8826165186247,1414.8373635377498,2443.6140103100206,4799.27734375,129.114.108.232
#tid_f3531826f745f35fb2923e089f39b6ab,2023-09-20T01:45:59.121Z,2023-09-20T01:48:14.713Z,floatmatmult_14,580be84a6a954b04df36dc76fa5332e0c58224035e26d155b74a510ba7b6a46c,135592,713,14,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",1368.0768020739008,1424.4318883245064,1529.6057232612534,1795.4596742096435,4799.87109375,129.114.108.232
#tid_87a62ec4489e5bb5be1a8353f91e0e54,2023-09-20T01:47:03.802Z,2023-09-20T01:49:09.519Z,floatmatmult_15,ca33ec9db2d2723af1f908f9a11bbac1b2bb29aaca4c2e60472876ad6b094847,125717,721,15,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",1212.0191888814784,1269.659973490315,1381.4899659371683,1658.8476582288777,4800.50390625,129.114.108.232
#tid_8d9f90e63e2017ab2efcaace2a9e3407,2023-09-20T01:48:09.419Z,2023-09-20T01:50:16.362Z,floatmatmult_16,f291d4f4ff4a8e4339ff556b8e6ebca9989dc080c2d698b0af11022ee8e550cb,126943,668,16,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",1520.839238797174,1595.9737508629453,1687.6850611015686,2131.543489316694,4800.27734375,129.114.108.232
#tid_e7b0d43f96941a280d4a6ea15953d9d3,2023-09-20T01:49:14.031Z,2023-09-20T01:51:20.186Z,floatmatmult_17,7f19d3a07c8fa357f39e053de6c36d8dfd9e3960838bc0cefe4f750fdce7ba2b,126154,694,17,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",101.58389882440184,1629.900486779223,1783.103898603998,2041.3724274640394,4800.6171875,129.114.108.232
#tid_08b0c74e0f37721741d8918f4a311b03,2023-09-20T01:50:18.702Z,2023-09-20T01:52:22.320Z,floatmatmult_18,e6aeaf4f8c7c38350a7937abeb5653e813ca0d4afed43aa6df3b544d0576c8ed,123617,679,18,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",1673.8546839351475,1785.0555512225533,1913.5118820007872,3510.2951292672815,4800.0390625,129.114.108.232
#tid_0d4008fc134a0bba65f2938ba3ee4e1b,2023-09-20T01:51:24.123Z,2023-09-20T01:53:28.879Z,floatmatmult_19,584a88ac09e00876aae38df1a077827a5ea303a7ec260ae131674f63dbf386da,124756,712,19,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",1781.2194982796066,1885.3553143117776,1986.1679438234103,3780.102255050696,4799.75390625,129.114.108.232
#tid_3212bab290212f6e83f79b146c472627,2023-09-20T01:52:29.170Z,2023-09-20T01:54:27.975Z,floatmatmult_20,19527a44884b315a244459db7b0f0b7f155e989ff70ef23c11165d291dc1e8e0,118804,635,20,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",102.08633343542648,1969.0140897059753,2189.8794298762305,2304.010641448368,4800.75390625,129.114.108.232
#tid_572cd6a3a2cc7cbc952fea37004e9e36,2023-09-20T01:53:34.116Z,2023-09-20T01:55:37.777Z,floatmatmult_21,d62385e260afac6b59d291300a35dcd1a9e2c03f65576cc157951a8fddb2486d,123660,651,21,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",101.12749413187439,2042.318277638633,2174.437196547975,2468.9290460723164,4798.80859375,129.114.108.232
#tid_90e669a228e33d5613c019f3dafd9237,2023-09-20T01:54:39.501Z,2023-09-20T01:56:36.950Z,floatmatmult_22,6445160791ccbafb2de7858c0b6332b097773e7566e742ad6df819340406e591,117448,687,22,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",78.52426124459794,1581.150863619273,1751.38842794556,2352.478293823137,4801.4921875,129.114.108.232
#tid_35af70967dc8683fd777a2c5bbc615b2,2023-09-20T01:55:44.300Z,2023-09-20T01:57:45.772Z,floatmatmult_23,9a90244ee887d4eb5603388c5b645428c92230247b79d92380f2423ebf036404,121472,690,23,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",72.37850807398034,1574.368821726737,1705.3931479809112,2047.369619231249,4801.41796875,129.114.108.232
#tid_a4c17c7d2821a591bc9426ebda148892,2023-09-20T01:56:49.500Z,2023-09-20T01:58:47.842Z,floatmatmult_24,d7a3f370c1b74025ed321dfe1dbb3e011e706aac9f48c026bc1dc30fc3cde498,118342,660,24,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",101.98195220542364,2365.034994258413,2479.283360202834,2687.08282057018,4799.1875,129.114.108.232
#tid_731872ca85a9a945aa6397fbec3443aa,2023-09-20T01:57:54.615Z,2023-09-20T01:59:56.870Z,floatmatmult_25,9f4203fbdc07fb06f1377edc06a02a2eb21e416116d8ea1d45171d676799972a,122255,715,25,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",101.023273019642,2441.482956475249,2568.822190294109,4433.667114101685,4799.95703125,129.114.108.232
#tid_75e743e3d865960eef3e41c3f4c8ad83,2023-09-20T01:58:59.696Z,2023-09-20T02:00:56.901Z,floatmatmult_26,e7762a2dab5d1af6b743a9cd7d0087d8c1cd477121d6a9e19f64e1561443f786,117204,677,26,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",100.86612550974898,2426.81955287958,2635.5520508864497,2876.8070206466314,4799.53515625,129.114.108.232
#tid_15c0c478a80b0db18a87953fa84b16a7,2023-09-20T02:00:05.886Z,2023-09-20T02:02:05.522Z,floatmatmult_27,6524e851fcf5dd5d14e4ad548bb1bac447fd487269ab40430a89e96ae0ef47e0,119635,666,27,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",101.86779333709678,102.37886818459418,2763.6505264609123,4524.493045808437,4800.45703125,129.114.108.232
#tid_a68594e507d0732a5cf901b5b9e46e7f,2023-09-20T02:01:09.874Z,2023-09-20T02:03:04.951Z,floatmatmult_28,0767d480d67059a718146531bb647e00cb02ab376e44cb1a4a8d91baa82716ee,115076,659,28,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",101.97259139235541,2666.4777488741893,2878.843639826944,3124.881360867605,4800.515625,129.114.108.232
#tid_7621bd8b30aea9f02ac3165969437332,2023-09-20T02:02:15.137Z,2023-09-20T02:04:10.245Z,floatmatmult_29,206b96a543d20b277a7b7e4772b6d75612759b4ae0c6c3295608dbeec6baf17b,115108,678,29,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",81.70908226771574,2200.7793435870576,2413.7039820150553,3423.966393025508,4800.6796875,129.114.108.232
#tid_3ee5d7094a6536a38ffb7e27c07cdf63,2023-09-20T02:03:20.224Z,2023-09-20T02:05:22.187Z,floatmatmult_30,94a6fbe286386c0873053af8c49379d092651cb47cecae887449ebce1c7cbaee,121962,651,30,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",101.96685438483146,2933.6521365512053,3093.40962846599,3220.1019022046125,4800.9765625,129.114.108.232
#tid_a73765dafaa07f45a5d90e9c61dbec57,2023-09-20T02:04:24.897Z,2023-09-20T02:06:21.504Z,floatmatmult_31,1e291c36de19a6f264e7f64e08864044f7d798d8430056140fe21f75fc988215,116607,655,31,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",101.87822458771124,2941.8229265034015,3210.6343581322544,4839.222394009871,4800.32421875,129.114.108.232
#tid_e37152c4b31673c61889a501ae819169,2023-09-20T02:05:30.161Z,2023-09-20T02:07:22.631Z,floatmatmult_32,f61fc4ecd239e663c2e14321d5b61019fd61bdc1f660502008515dd7a8445359,112470,653,32,"[""\""matrix1_10000_0.7.txt\"""", ""\""matrix1_10000_0.7.txt\""""]",101.72730615264192,267.5279091975837,3161.634426739218,3389.0832177440734,4799.6953125,129.114.108.232
#tid_f8f6f575e55453bc04421135f6dc9ad2,2023-09-20T02:06:35.576Z,2023-09-20T02:07:34.584Z,floatmatmult_1,0bf9249ded1c4df33e5673371b4174bf182f1ad90907c769779cb34404720b25,59007,1027,1,"[""\""matrix1_4000_0.7.txt\"""", ""\""matrix1_4000_0.7.txt\""""]",123.57742639704469,136.66331509516382,191.4415318025042,227.04381442480175,860.41015625,129.114.108.232
#tid_bdcb77e51aeef0cf75e68c279d90390b,2023-09-20T02:07:37.633Z,2023-09-20T02:08:14.715Z,floatmatmult_2,f66be80eb829445cb2fe136e809473af5eec7ff77565547ce3543ac57a7bdb03,37081,819,2,"[""\""matrix1_4000_0.7.txt\"""", ""\""matrix1_4000_0.7.txt\""""]",165.50093791853135,177.07748443811386,232.71890670945982,330.4346972745337,863.25,129.114.108.232
#tid_8af9081621f02eb08dae67c79f159169,2023-09-20T02:08:16.744Z,2023-09-20T02:08:49.627Z,floatmatmult_3,967e843dd39596ba53ba63f3aa5b27ba20f12322e00ae8973c664520d2c2e7d5,32882,766,3,"[""\""matrix1_4000_0.7.txt\"""", ""\""matrix1_4000_0.7.txt\""""]",247.989076662704,257.23635618305184,361.3809218181605,413.2655663680612,860.01171875,129.114.108.232
#tid_5fb0ef8d8f9249c1fd34a75fbdff711b,2023-09-20T02:08:51.753Z,2023-09-20T02:09:11.360Z,floatmatmult_4,b20c4363e6b05b4e6c51a6a88c8b5f683b32585db0d427c29ad64cdd2ab763ff,19606,781,4,"[""\""matrix1_4000_0.7.txt\"""", ""\""matrix1_4000_0.7.txt\""""]",316.9603547651524,376.43951723888864,391.5122260939955,614.3087178236296,861.76953125,129.114.108.232
#tid_f3fe7e694b5d7842a06c3eeb2d3ee1f9,2023-09-20T02:09:13.560Z,2023-09-20T02:09:30.616Z,floatmatmult_5,4cbaa47f9a7e36613681a55715478ee1b9bf4257e03d218a7d12e204f6fdecfd,17056,757,5,"[""\""matrix1_4000_0.7.txt\"""", ""\""matrix1_4000_0.7.txt\""""]",359.0868706421034,419.8293619312982,457.396413516902,470.17886263454847,860.96875,129.114.108.232
