tid,start_time,end_time,function,container_id,duration,cold_start_latency,cpu,inputs,p90_cpu,p95_cpu,p99_cpu,max_cpu,max_mem,invoker_ip
#tid_738b23c375e4d7663a719bdea6b9ef23,2023-09-15T21:14:43.308Z,2023-09-15T21:14:46.380Z,imageprocess_4,3dd0745c1a82a749a918c91a5546fb9f6ab8a842811c52deb2917a4602289181,3071,463,-1,"[-1, -1]",,,,,,129.114.108.158
#tid_b4257f58426501dd5243b103a6f32dbd,2023-09-15T21:14:43.533Z,2023-09-15T21:14:57.316Z,floatmatmult_20,1aaa2bac38c8adfc7f721b490b714a39853b63a4bc49c1743fcc09e6b134aaf2,13782,688,-1,"[-1, -1]",,,,,,129.114.108.158
#tid_5eb737160bca5d34b8caad54c99f5ae4,2023-09-15T21:15:04.425Z,2023-09-15T21:15:17.381Z,floatmatmult_20,1aaa2bac38c8adfc7f721b490b714a39853b63a4bc49c1743fcc09e6b134aaf2,12956,0,-1,"[-1, -1]",,,,,,129.114.108.158
#tid_b435b3926c4cfa9357fb431148ba770f,2023-09-15T21:15:07.511Z,2023-09-15T21:15:10.493Z,imageprocess_6,038eea24a2b17407f2a300223d7310e7ce90b1a4bef5a8ab062463d4beb4e493,2982,419,-1,"[-1, -1]",,,,,,129.114.108.158
#tid_3710906d50d419ea8d22534b59f01483,2023-09-15T21:15:32.513Z,2023-09-15T21:15:45.293Z,floatmatmult_20,1aaa2bac38c8adfc7f721b490b714a39853b63a4bc49c1743fcc09e6b134aaf2,12780,0,-1,"[-1, -1]",,,,,,129.114.108.158
#tid_c381e692706fb2327e54730434d21194,2023-09-15T21:15:35.116Z,2023-09-15T21:15:38.200Z,imageprocess_7,3413d99201b155b50a27696428081e096b963834e36b9051398e74f86b8f5c3c,3084,377,-1,"[-1, -1]",,,,,,129.114.108.158
#tid_655721adc3947277f07d42a3121f83a1,2023-09-15T21:23:50.001Z,2023-09-15T21:23:52.913Z,imageprocess_7,aa8e1710ecfec0becf06be03ddb3bcf1f7596d169d6530085eb699ee0ac01596,2912,420,-1,"[-1, -1]",,,,,,129.114.108.158
#tid_2730e7b3ceb6faa2044862e71e4a3a95,2023-09-15T21:23:50.256Z,2023-09-15T21:24:03.248Z,floatmatmult_20,a4fbb44ab7e651a53fa2fa68791f5503dc582a680504c58d8652540c48312af6,12992,676,-1,"[-1, -1]",,,,,,129.114.108.158
#tid_8724975e45f36cb8fb88ba06dc0b9dad,2023-09-15T21:33:27.381Z,2023-09-15T21:33:40.551Z,floatmatmult_20,a4fbb44ab7e651a53fa2fa68791f5503dc582a680504c58d8652540c48312af6,13169,0,-1,"[-1, -1]",,,,,,129.114.108.158
#tid_0b37f5891ecdc3bb327c35cae1196cd1,2023-09-15T21:33:27.401Z,2023-09-15T21:33:30.171Z,imageprocess_7,aa8e1710ecfec0becf06be03ddb3bcf1f7596d169d6530085eb699ee0ac01596,2769,0,-1,"[-1, -1]",,,,,,129.114.108.158
#tid_08c88ae9bad074a907fcd5136ead28e9,2023-09-15T21:33:30.519Z,2023-09-15T21:33:33.608Z,imageprocess_7,d01b7ff587178a1954e097cdc21c0a39de1e24e84d3a4b23fc239f2032bc4107,3088,407,-1,"[-1, -1]",,,,,,129.114.108.158
#tid_858154b8958b5c8da6f8b98dba7917f0,2023-09-15T21:33:30.779Z,2023-09-15T21:33:43.836Z,floatmatmult_20,e4affef769e83e2fb33f6e1ec9fcfab08027cac6863db4c00909abb25093a3ec,13056,663,-1,"[-1, -1]",,,,,,129.114.108.158
#tid_a9dce9a0db7b6a6050a9750209404593,2023-09-19T22:42:35.549Z,2023-09-19T22:42:53.198Z,linpack_20,187496bad6851f20d34372d2c9559fdcccb0a226382cb264cfbf2822cee57ed1,17648,292,-1,"[""5000"", -1]",,,,,,129.114.108.158
#tid_3efa1351c168a46750c8a48aa0458d69,2023-09-19T22:42:35.957Z,2023-09-19T22:42:51.850Z,floatmatmult_20,c0cedd5899d2c36ccb7c4731c8a38c0bc801fc1514d49f4da5250b801fa72d82,15892,700,-1,"[""\""matrix1_4000_0.7.txt\"""", ""\""matrix2_4000_0.7.txt\""""]",,,,,,129.114.108.158
#tid_49b065c830b6b76c228b9126c124e6e1,2023-09-19T22:44:16.467Z,2023-09-19T22:44:19.507Z,mobilenet_20,5abfcb8308ff2767ec0d60dff24f3324060c26ad476bdc40e94f970df067178a,3039,2325,-1,"[""\""2.5M-red_velvet_514717.jpg\"""", -1]",,,,,,129.114.108.158
#tid_b95738a8500ff09826a44e8a67277028,2023-09-20T22:01:51.805Z,2023-09-20T22:01:51.940Z,encrypt_9,019eb737a4af9e0a0449943be2277585842243195677cca38901677215bda33f,134,123,9,"[""500"", ""25""]",23.52763264145817,23.52763264145817,23.52763264145817,23.52763264145817,12.7578125,129.114.108.158
#tid_604861b0a210b9e9b373fccd98e3c64b,2023-09-20T22:02:24.003Z,2023-09-20T22:02:24.139Z,encrypt_32,8af38d28831f1086ac5ff47ccfb103d91439536930037ea4e08dc9a7eb8bb4f4,136,123,32,"[""500"", ""25""]",25.880571193482062,25.880571193482062,25.880571193482062,25.880571193482062,12.92578125,129.114.108.158
#tid_80d5af92d2c4b74aad8b67507c1949c2,2023-09-20T22:02:35.866Z,2023-09-20T22:02:36.004Z,encrypt_9,019eb737a4af9e0a0449943be2277585842243195677cca38901677215bda33f,138,0,9,"[""500"", ""30""]",18.144600518083053,18.144600518083053,18.144600518083053,18.144600518083053,12.09375,129.114.108.158
#tid_d3d7838cb662621a85a6ee19b7947b96,2023-09-20T22:02:51.953Z,2023-09-20T22:02:52.108Z,encrypt_20,e87e1b008907f94af70be0b808f05bb2c09737fb85ae093a0f0617385b6085ea,155,116,20,"[""500"", ""30""]",26.918655905808215,26.943933671723855,26.964155884456368,26.969211437639494,12.375,129.114.108.158
#tid_3da8690a3eab53a9694cdb48cff3fbe9,2023-09-20T22:03:08.376Z,2023-09-20T22:03:08.514Z,encrypt_32,8af38d28831f1086ac5ff47ccfb103d91439536930037ea4e08dc9a7eb8bb4f4,137,0,32,"[""500"", ""30""]",23.124152327284992,24.30957272200546,25.257909037781836,25.49499311672593,11.328125,129.114.108.158
#tid_482506b89f302fee2c0e0f45a509c0ad,2023-09-20T22:03:21.139Z,2023-09-20T22:03:21.353Z,encrypt_9,019eb737a4af9e0a0449943be2277585842243195677cca38901677215bda33f,212,0,9,"[""500"", ""50""]",22.41036936462533,22.85490025087939,23.21052495988264,23.299431137133453,12.26953125,129.114.108.158
#tid_52aa0e3904bd585e2b9bf24e5732d769,2023-09-20T22:03:36.792Z,2023-09-20T22:03:37.009Z,encrypt_20,e87e1b008907f94af70be0b808f05bb2c09737fb85ae093a0f0617385b6085ea,217,0,20,"[""500"", ""50""]",23.841730361651184,24.715184550736776,25.41394790200525,25.58863873982237,11.51953125,129.114.108.158
#tid_9618e345e21a1f742d4bb03325bfdc3a,2023-09-20T22:03:53.641Z,2023-09-20T22:03:53.850Z,encrypt_32,8af38d28831f1086ac5ff47ccfb103d91439536930037ea4e08dc9a7eb8bb4f4,209,0,32,"[""500"", ""50""]",22.145415794530138,23.2923485986298,24.20989484190953,24.439281402729463,11.328125,129.114.108.158
#tid_39ef9fdb67312bcf9c53a3f1c39d2880,2023-09-20T22:04:06.813Z,2023-09-20T22:04:07.117Z,encrypt_9,019eb737a4af9e0a0449943be2277585842243195677cca38901677215bda33f,303,0,9,"[""500"", ""75""]",23.166729012432604,23.244942291353567,23.30751291449034,23.323155570274533,12.3046875,129.114.108.158
#tid_d44e8b8a6eb047995cf01be2579448f2,2023-09-20T22:04:23.375Z,2023-09-20T22:04:23.683Z,encrypt_20,e87e1b008907f94af70be0b808f05bb2c09737fb85ae093a0f0617385b6085ea,307,0,20,"[""500"", ""75""]",26.487726521094697,26.50920920311906,26.526395348738546,26.53069188514342,11.38671875,129.114.108.158
#tid_f37cf384217e5dc03332500fd0bee099,2023-09-20T22:04:41.709Z,2023-09-20T22:04:42.009Z,encrypt_32,8af38d28831f1086ac5ff47ccfb103d91439536930037ea4e08dc9a7eb8bb4f4,300,0,32,"[""500"", ""75""]",25.262742104809213,25.35309606460328,25.425379232438537,25.44345002439735,11.234375,129.114.108.158
#tid_5b606a47f8a68ddfeddc65a1568ea1c6,2023-09-20T22:04:55.658Z,2023-09-20T22:04:56.060Z,encrypt_9,019eb737a4af9e0a0449943be2277585842243195677cca38901677215bda33f,402,0,9,"[""500"", ""100""]",23.465002475538693,23.490291214720838,23.51052220606655,23.51557995390298,12.3046875,129.114.108.158
#tid_5212f5b7d946c1111d55f0e1c62f7cf2,2023-09-20T22:05:13.454Z,2023-09-20T22:05:13.850Z,encrypt_20,e87e1b008907f94af70be0b808f05bb2c09737fb85ae093a0f0617385b6085ea,395,0,20,"[""500"", ""100""]",26.51414962423313,26.52241318883746,26.529024040520923,26.53067675344179,11.27734375,129.114.108.158
#tid_bf9641fc8e34d40d89c60c2489eb73ad,2023-09-20T22:05:33.192Z,2023-09-20T22:05:33.595Z,encrypt_32,8af38d28831f1086ac5ff47ccfb103d91439536930037ea4e08dc9a7eb8bb4f4,403,0,32,"[""500"", ""100""]",25.531179336652393,25.53938944959047,25.545957539940932,25.547599562528546,11.25,129.114.108.158
#tid_36f27b519e3514a453ab5a01b0a8b1b1,2023-09-20T22:05:44.724Z,2023-09-20T22:05:44.821Z,encrypt_9,019eb737a4af9e0a0449943be2277585842243195677cca38901677215bda33f,97,0,9,"[""1000"", ""10""]",9.895663379221222,9.895663379221222,9.895663379221222,9.895663379221222,12.3125,129.114.108.158
#tid_6ccc445a31d7d83cd17cc52c78a1ea7a,2023-09-20T22:05:58.703Z,2023-09-20T22:05:58.803Z,encrypt_20,e87e1b008907f94af70be0b808f05bb2c09737fb85ae093a0f0617385b6085ea,99,0,20,"[""1000"", ""10""]",15.486422732338664,15.486422732338664,15.486422732338664,15.486422732338664,11.26953125,129.114.108.158
#tid_51db1cfcbf6cba1e49c7edae3bcd189b,2023-09-20T22:06:09.938Z,2023-09-20T22:06:10.046Z,encrypt_28,262ebab9505f5efed7e8e5d75c08f05453f230f3bbc750ddbede0c9856f1d6f1,108,123,28,"[""1000"", ""10""]",,,,,,129.114.108.158
#tid_5d00419c7bf517b1875ebbb6aca82a96,2023-09-20T22:06:12.935Z,2023-09-20T22:06:13.053Z,encrypt_30,f698f9e1b2f86cf827bcfabaa8d149536141cb7102c77d0e92450ea7bb8d9ce7,117,122,30,"[""1000"", ""10""]",,,,,,129.114.108.158
#tid_86e5c939bd1ba3f77c285706d4ee5141,2023-09-20T22:06:14.523Z,2023-09-20T22:06:14.623Z,encrypt_32,8af38d28831f1086ac5ff47ccfb103d91439536930037ea4e08dc9a7eb8bb4f4,99,0,32,"[""1000"", ""10""]",21.466524406473752,21.466524406473752,21.466524406473752,21.466524406473752,11.234375,129.114.108.158
#tid_8d2dfdc12c51f38f3d9e1be89c46cd11,2023-09-20T22:06:26.823Z,2023-09-20T22:06:27.025Z,encrypt_9,019eb737a4af9e0a0449943be2277585842243195677cca38901677215bda33f,202,0,9,"[""1000"", ""25""]",21.278488904181874,21.852269148652212,22.311293344228485,22.426049393122554,12.21484375,129.114.108.158
#tid_9230db2cff500bf3a3a433838ad061ce,2023-09-20T22:06:42.041Z,2023-09-20T22:06:42.243Z,encrypt_20,e87e1b008907f94af70be0b808f05bb2c09737fb85ae093a0f0617385b6085ea,202,0,20,"[""1000"", ""25""]",25.26431726963208,25.884002668292588,26.379750987220994,26.503688066953096,11.41015625,129.114.108.158
#tid_6a1135f22dd02e952bc7c83357109443,2023-09-20T22:06:52.753Z,2023-09-20T22:06:52.959Z,encrypt_28,262ebab9505f5efed7e8e5d75c08f05453f230f3bbc750ddbede0c9856f1d6f1,205,0,28,"[""1000"", ""25""]",23.035445263351175,23.179329907128857,23.294437622151005,23.323214550906542,11.15625,129.114.108.158
#tid_c0469902a45c0e6ebd2d18d8922f3bdd,2023-09-20T22:06:54.575Z,2023-09-20T22:06:54.781Z,encrypt_30,f698f9e1b2f86cf827bcfabaa8d149536141cb7102c77d0e92450ea7bb8d9ce7,206,0,30,"[""1000"", ""25""]",21.46241587452849,22.02482344982027,22.474749510053698,22.587231025112054,11.5,129.114.108.158
#tid_454c0c1a1a5248603afc34bb6d604930,2023-09-20T22:06:56.621Z,2023-09-20T22:06:56.822Z,encrypt_32,8af38d28831f1086ac5ff47ccfb103d91439536930037ea4e08dc9a7eb8bb4f4,201,0,32,"[""1000"", ""25""]",24.242621635363857,24.3537242703665,24.442606378368612,24.46482690536914,11.2421875,129.114.108.158
#tid_76e12b343c87f91b9265040a0bb2700e,2023-09-20T22:07:09.408Z,2023-09-20T22:07:09.648Z,encrypt_9,019eb737a4af9e0a0449943be2277585842243195677cca38901677215bda33f,239,0,9,"[""1000"", ""30""]",22.651530549284438,22.97548958047984,23.234656805436163,23.299448611675246,12.32421875,129.114.108.158
#tid_de65a86e309b8ffd5608724367d95f39,2023-09-20T22:07:26.008Z,2023-09-20T22:07:26.251Z,encrypt_20,e87e1b008907f94af70be0b808f05bb2c09737fb85ae093a0f0617385b6085ea,242,0,20,"[""1000"", ""30""]",26.282949271764224,26.379841117011242,26.45735459320886,26.47673296225826,11.265625,129.114.108.158
#tid_a6a4e6532139637f01463d35dfd08615,2023-09-20T22:07:36.932Z,2023-09-20T22:07:37.176Z,encrypt_28,262ebab9505f5efed7e8e5d75c08f05453f230f3bbc750ddbede0c9856f1d6f1,243,0,28,"[""1000"", ""30""]",21.66165400540881,22.409778607483023,23.008278289142396,23.15790320955724,11.1328125,129.114.108.158
#tid_09012eacaf86c0f277168ab34fc88155,2023-09-20T22:07:38.868Z,2023-09-20T22:07:39.111Z,encrypt_30,f698f9e1b2f86cf827bcfabaa8d149536141cb7102c77d0e92450ea7bb8d9ce7,242,0,30,"[""1000"", ""30""]",22.209206825879278,22.78998769256277,23.25461238590957,23.37076855924627,11.28515625,129.114.108.158
#tid_1d52ac8f1210936bfed287c6c1dd4c7e,2023-09-20T22:07:40.794Z,2023-09-20T22:07:41.036Z,encrypt_32,8af38d28831f1086ac5ff47ccfb103d91439536930037ea4e08dc9a7eb8bb4f4,242,0,32,"[""1000"", ""30""]",24.29807457833289,24.85779306433443,25.305567853135663,25.417511550335973,11.3828125,129.114.108.158
#tid_f385afe5a150e8f547bb93682e0ce6cf,2023-09-20T22:07:54.836Z,2023-09-20T22:07:55.220Z,encrypt_9,019eb737a4af9e0a0449943be2277585842243195677cca38901677215bda33f,383,0,9,"[""1000"", ""50""]",23.081768004936077,23.202564723385073,23.299202098144274,23.323361441834074,12.46875,129.114.108.158
#tid_5d77d08416a950ff191c57dd53f0760c,2023-09-20T22:08:12.577Z,2023-09-20T22:08:12.960Z,encrypt_20,e87e1b008907f94af70be0b808f05bb2c09737fb85ae093a0f0617385b6085ea,383,0,20,"[""1000"", ""50""]",26.46339499197965,26.483547900516367,26.49967022734574,26.503700809053083,11.296875,129.114.108.158
#tid_0939b1bc9291b7a39f2a4902730193b0,2023-09-20T22:08:24.868Z,2023-09-20T22:08:25.256Z,encrypt_28,262ebab9505f5efed7e8e5d75c08f05453f230f3bbc750ddbede0c9856f1d6f1,388,0,28,"[""1000"", ""50""]",23.292387582054904,23.33158773357193,23.36294785478555,23.370787885088955,11.171875,129.114.108.158
#tid_7f1daa5dffc384ff3a19f4ba052b73a8,2023-09-20T22:08:27.152Z,2023-09-20T22:08:27.548Z,encrypt_30,f698f9e1b2f86cf827bcfabaa8d149536141cb7102c77d0e92450ea7bb8d9ce7,395,0,30,"[""1000"", ""50""]",24.403604423311258,24.430878692782606,24.452698108359687,24.45815296225396,11.390625,129.114.108.158
#tid_942c201be06d25686b6882e25a64e96d,2023-09-20T22:08:29.412Z,2023-09-20T22:08:29.793Z,encrypt_32,8af38d28831f1086ac5ff47ccfb103d91439536930037ea4e08dc9a7eb8bb4f4,380,0,32,"[""1000"", ""50""]",25.279442553547295,25.375216200057437,25.45183511726555,25.470989846567576,11.37890625,129.114.108.158
#tid_5becbe710d8991327bb81f90ff4a6a0f,2023-09-20T22:08:45.013Z,2023-09-20T22:08:45.575Z,encrypt_9,019eb737a4af9e0a0449943be2277585842243195677cca38901677215bda33f,562,0,9,"[""1000"", ""75""]",23.32322778230301,23.323275774148044,23.32331416762407,23.323323765993077,12.2109375,129.114.108.158
#tid_a972c8b6213a277e71f782716f4709e1,2023-09-20T22:09:04.313Z,2023-09-20T22:09:04.876Z,encrypt_20,e87e1b008907f94af70be0b808f05bb2c09737fb85ae093a0f0617385b6085ea,562,0,20,"[""1000"", ""75""]",26.530716574467583,26.544271602944498,26.555115625726028,26.55782663142141,11.42578125,129.114.108.158
#tid_3836dbf0bfd4bbc444ccf23c345fb11f,2023-09-20T22:09:18.190Z,2023-09-20T22:09:18.748Z,encrypt_28,262ebab9505f5efed7e8e5d75c08f05453f230f3bbc750ddbede0c9856f1d6f1,558,0,28,"[""1000"", ""75""]",23.333011670752256,23.35203101387578,23.3672464883746,23.371050356999305,11.15234375,129.114.108.158
#tid_8a9a9303aca29d66492d6e7561f38426,2023-09-20T22:09:20.836Z,2023-09-20T22:09:21.411Z,encrypt_30,f698f9e1b2f86cf827bcfabaa8d149536141cb7102c77d0e92450ea7bb8d9ce7,575,0,30,"[""1000"", ""75""]",25.48413522003666,25.48904482210914,25.492972503767124,25.49395442418162,11.4140625,129.114.108.158
#tid_8026d1096ceb2a0727622377179da03b,2023-09-20T22:09:23.490Z,2023-09-20T22:09:24.052Z,encrypt_32,8af38d28831f1086ac5ff47ccfb103d91439536930037ea4e08dc9a7eb8bb4f4,561,0,32,"[""1000"", ""75""]",25.448808051648736,25.45919074293824,25.467496895969845,25.469573434227744,11.2734375,129.114.108.158
#tid_f9e994ab81365de56f59ffc1d7c1704a,2023-09-20T22:09:40.637Z,2023-09-20T22:09:41.374Z,encrypt_9,019eb737a4af9e0a0449943be2277585842243195677cca38901677215bda33f,736,0,9,"[""1000"", ""100""]",23.355875570726948,23.362447872112963,23.367705713221778,23.36902017349898,12.2109375,129.114.108.158
#tid_1669c55274a94d9b4882aa1be5a0604e,2023-09-20T22:10:02.298Z,2023-09-20T22:10:03.034Z,encrypt_20,e87e1b008907f94af70be0b808f05bb2c09737fb85ae093a0f0617385b6085ea,735,0,20,"[""1000"", ""100""]",26.52006435521319,26.552658750234958,26.578734266252372,26.585253145256726,11.3125,129.114.108.158
#tid_5a5c6ceb75ec845c994f29ddf591e55d,2023-09-20T22:10:17.863Z,2023-09-20T22:10:18.597Z,encrypt_28,262ebab9505f5efed7e8e5d75c08f05453f230f3bbc750ddbede0c9856f1d6f1,733,0,28,"[""1000"", ""100""]",23.356540913188653,23.363683050824235,23.369396760932702,23.37082518845982,11.28515625,129.114.108.158
#tid_614b0586a605d4bd5cb1e8046bd9fb67,2023-09-20T22:10:20.974Z,2023-09-20T22:10:21.720Z,encrypt_30,f698f9e1b2f86cf827bcfabaa8d149536141cb7102c77d0e92450ea7bb8d9ce7,745,0,30,"[""1000"", ""100""]",26.571409402017828,26.61904829075251,26.657159401740255,26.66668717948719,11.42578125,129.114.108.158
#tid_8e9b93bbbbcbf13262ddbdfb300f4932,2023-09-20T22:10:23.966Z,2023-09-20T22:10:24.697Z,encrypt_32,8af38d28831f1086ac5ff47ccfb103d91439536930037ea4e08dc9a7eb8bb4f4,730,0,32,"[""1000"", ""100""]",25.521496733085424,25.52150983737991,25.521520320815494,25.52152294167439,11.40625,129.114.108.158
#tid_ce37c4093d52341c0685f45271516a07,2023-09-20T22:10:38.151Z,2023-09-20T22:10:38.524Z,encrypt_9,019eb737a4af9e0a0449943be2277585842243195677cca38901677215bda33f,372,0,9,"[""5000"", ""10""]",23.091398362031832,23.219323340285264,23.321663322888014,23.3472483185387,12.328125,129.114.108.158
#tid_2637431f95c69f5becd82ec8ad4644e2,2023-09-20T22:10:55.841Z,2023-09-20T22:10:56.216Z,encrypt_20,e87e1b008907f94af70be0b808f05bb2c09737fb85ae093a0f0617385b6085ea,375,0,20,"[""5000"", ""10""]",26.38634500676373,26.443818652047344,26.489797568274238,26.50129229733096,11.4140625,129.114.108.158
#tid_a4af713b2dbb4de55511e9f10d334c36,2023-09-20T22:11:08.070Z,2023-09-20T22:11:08.443Z,encrypt_28,262ebab9505f5efed7e8e5d75c08f05453f230f3bbc750ddbede0c9856f1d6f1,372,0,28,"[""5000"", ""10""]",23.27208864880034,23.321534748226146,23.361091627766786,23.370980847651946,11.25,129.114.108.158
#tid_c0d0484c03785ba23cd419cdd010ab32,2023-09-20T22:11:10.223Z,2023-09-20T22:11:10.606Z,encrypt_30,f698f9e1b2f86cf827bcfabaa8d149536141cb7102c77d0e92450ea7bb8d9ce7,382,0,30,"[""5000"", ""10""]",26.309672922625186,26.44730284517294,26.557406783211142,26.584932767720694,11.63671875,129.114.108.158
#tid_85f26962e9284a0a0f4758af6e52e741,2023-09-20T22:11:12.382Z,2023-09-20T22:11:12.761Z,encrypt_32,8af38d28831f1086ac5ff47ccfb103d91439536930037ea4e08dc9a7eb8bb4f4,378,0,32,"[""5000"", ""10""]",25.088554118946266,25.20151059080543,25.291875768292766,25.314467062664598,11.4921875,129.114.108.158
#tid_6f20cd7f382d1d9441f09ea5497b088f,2023-09-20T22:11:30.660Z,2023-09-20T22:11:31.550Z,encrypt_9,019eb737a4af9e0a0449943be2277585842243195677cca38901677215bda33f,889,0,9,"[""5000"", ""25""]",23.370837264118553,23.37084208959331,23.370845949973113,23.370846915068064,12.3359375,129.114.108.158
#tid_7c6423456e025431b35c7a8ac43b9518,2023-09-20T22:11:55.495Z,2023-09-20T22:11:56.379Z,encrypt_20,e87e1b008907f94af70be0b808f05bb2c09737fb85ae093a0f0617385b6085ea,883,0,20,"[""5000"", ""25""]",26.535887088004316,26.546236328558127,26.554515721001174,26.556585569111935,11.41015625,129.114.108.158
#tid_695109867d4a50103eab94b34bbd54fd,2023-09-20T22:12:12.031Z,2023-09-20T22:12:12.926Z,encrypt_28,262ebab9505f5efed7e8e5d75c08f05453f230f3bbc750ddbede0c9856f1d6f1,895,0,28,"[""5000"", ""25""]",23.35135783104676,23.36016173447161,23.36720485721149,23.368965637896462,11.2578125,129.114.108.158
#tid_428115bf2fa4b1edf589f410f0be01c8,2023-09-20T22:12:15.437Z,2023-09-20T22:12:16.365Z,encrypt_30,f698f9e1b2f86cf827bcfabaa8d149536141cb7102c77d0e92450ea7bb8d9ce7,928,0,30,"[""5000"", ""25""]",27.705036285268,27.705193883628834,27.705319962317503,27.70535148198967,11.75,129.114.108.158
#tid_fced6164f9470f4855a4ee33de9228da,2023-09-20T22:12:18.781Z,2023-09-20T22:12:19.668Z,encrypt_32,8af38d28831f1086ac5ff47ccfb103d91439536930037ea4e08dc9a7eb8bb4f4,886,0,32,"[""5000"", ""25""]",25.458392211303426,25.47580706646541,25.489738950594997,25.493221921627395,11.390625,129.114.108.158
#tid_3541867685c211d2ea5e389a0f121600,2023-09-20T22:12:39.218Z,2023-09-20T22:12:40.282Z,encrypt_9,019eb737a4af9e0a0449943be2277585842243195677cca38901677215bda33f,1063,0,9,"[""5000"", ""30""]",23.349399701099646,23.35993555527531,23.368364238615843,23.37047140945098,12.3359375,129.114.108.158
#tid_d7c8fcc324c6bbe8999f8185fecc06d4,2023-09-20T22:13:04.632Z,2023-09-20T22:13:05.696Z,encrypt_20,e87e1b008907f94af70be0b808f05bb2c09737fb85ae093a0f0617385b6085ea,1063,0,20,"[""5000"", ""30""]",26.557769940920924,26.570428041437488,26.580554521850743,26.583086141954055,11.41015625,129.114.108.158
#tid_cf969a2469bcd040db1b6319b6445ca8,2023-09-20T22:13:20.463Z,2023-09-20T22:13:21.531Z,encrypt_28,262ebab9505f5efed7e8e5d75c08f05453f230f3bbc750ddbede0c9856f1d6f1,1067,0,28,"[""5000"", ""30""]",23.375495646099917,23.396454053795022,23.413220779951107,23.417412461490127,11.2578125,129.114.108.158
#tid_c9f5a278eecbc8749cc58d3c7fa7273b,2023-09-20T22:13:24.126Z,2023-09-20T22:13:25.239Z,encrypt_30,f698f9e1b2f86cf827bcfabaa8d149536141cb7102c77d0e92450ea7bb8d9ce7,1112,0,30,"[""5000"", ""30""]",27.648348421987667,27.719470555800378,27.77636826285055,27.790592689613092,11.8046875,129.114.108.158
#tid_d69c8900a18a300ab59d1cd4c4fce1c7,2023-09-20T22:13:32.805Z,2023-09-20T22:13:33.867Z,encrypt_32,8af38d28831f1086ac5ff47ccfb103d91439536930037ea4e08dc9a7eb8bb4f4,1062,0,32,"[""5000"", ""30""]",25.493923339401178,25.4946792290852,25.495283940832422,25.495435118769226,11.38671875,129.114.108.158
#tid_2502eac43c29c8fbdbc74f661dac6e9a,2023-09-20T22:13:57.827Z,2023-09-20T22:13:59.583Z,encrypt_9,019eb737a4af9e0a0449943be2277585842243195677cca38901677215bda33f,1756,0,9,"[""5000"", ""50""]",23.29941693346756,23.304340816012186,23.319368578647396,23.3231255193062,12.3359375,129.114.108.158
#tid_a8b949dca3b92fd980de62abdb545cd8,2023-09-20T22:14:28.815Z,2023-09-20T22:14:30.554Z,encrypt_20,e87e1b008907f94af70be0b808f05bb2c09737fb85ae093a0f0617385b6085ea,1739,0,20,"[""5000"", ""50""]",26.54172207579503,26.56861008220733,26.603407216653103,26.61210650026455,11.4296875,129.114.108.158
#tid_34ab0e354a71b7885f61991b6773f1cf,2023-09-20T22:14:50.248Z,2023-09-20T22:14:52.000Z,encrypt_28,262ebab9505f5efed7e8e5d75c08f05453f230f3bbc750ddbede0c9856f1d6f1,1752,0,28,"[""5000"", ""50""]",23.370826761493458,23.375494013344,23.39031488218711,23.394020099397885,11.26953125,129.114.108.158
#tid_2e593b452350eed555e432ccf0b4791a,2023-09-20T22:14:55.339Z,2023-09-20T22:14:57.151Z,encrypt_30,f698f9e1b2f86cf827bcfabaa8d149536141cb7102c77d0e92450ea7bb8d9ce7,1811,0,30,"[""5000"", ""50""]",27.67651986111183,27.676574495707584,27.67663385128575,27.67664869018029,11.71875,129.114.108.158
#tid_937379ab702de390aeee296f0cd5f3fd,2023-09-20T22:15:00.559Z,2023-09-20T22:15:02.315Z,encrypt_32,8af38d28831f1086ac5ff47ccfb103d91439536930037ea4e08dc9a7eb8bb4f4,1755,0,32,"[""5000"", ""50""]",25.479912112151116,25.495397254841095,25.495596404002168,25.495646191292437,11.390625,129.114.108.158
#tid_3e0e1ec2c8ed839a9729ce8a9deefc37,2023-09-20T22:15:33.482Z,2023-09-20T22:15:36.099Z,encrypt_9,019eb737a4af9e0a0449943be2277585842243195677cca38901677215bda33f,2616,0,9,"[""5000"", ""75""]",23.359403578238663,23.388702290321678,23.412550830611686,23.418515839175804,12.46484375,129.114.108.158
#tid_2c787cd0050ecbd056c825e523cdeeb2,2023-09-20T22:16:14.306Z,2023-09-20T22:16:16.924Z,encrypt_20,e87e1b008907f94af70be0b808f05bb2c09737fb85ae093a0f0617385b6085ea,2617,0,20,"[""5000"", ""75""]",26.557795181396582,26.578126391520705,26.58501784676711,26.58505725647332,11.54296875,129.114.108.158
#tid_9c9f49015404521bb4792e96449c671a,2023-09-20T22:16:42.814Z,2023-09-20T22:16:45.435Z,encrypt_28,262ebab9505f5efed7e8e5d75c08f05453f230f3bbc750ddbede0c9856f1d6f1,2621,0,28,"[""5000"", ""75""]",23.381837285409226,23.394200283446963,23.394690728232103,23.394702819234148,11.26171875,129.114.108.158
#tid_1d5fd86380101e62fa07fea12199e9f0,2023-09-20T22:16:49.591Z,2023-09-20T22:16:52.295Z,encrypt_30,f698f9e1b2f86cf827bcfabaa8d149536141cb7102c77d0e92450ea7bb8d9ce7,2703,0,30,"[""5000"", ""75""]",27.648325080474713,27.66725831643809,27.676278782299455,27.676603981889734,11.72265625,129.114.108.158
