psinha25-redis,2,1024,1.47118,55.1667,37.4983,52.5851,35.7436
psinha25-redis,2,2048,1.44536,54.462,37.6806,51.4078,35.5675
psinha25-redis,2,4096,1.45622,55.0004,37.7693,51.4782,35.3506
psinha25-redis,4,512,1.45999,54.7717,37.515,51.7936,35.4752
psinha25-redis,4,1024,1.48873,55.4109,37.2202,53.3248,35.8189
psinha25-redis,4,2048,1.47712,55.1526,37.338,52.6474,35.642
psinha25-redis,4,4096,1.45903,54.5823,37.41,52.2242,35.7938
psinha25-redis,8,512,1.5018,55.5694,37.0019,53.9237,35.9061
psinha25-redis,8,1024,1.44679,54.0261,37.3421,52.0142,35.9515
psinha25-redis,8,2048,1.44278,53.8683,37.3364,51.7808,35.8895
psinha25-redis,8,4096,1.47351,54.6255,37.0716,52.7799,35.8191
psinha25-redis,16,512,1.48468,55.441,37.342,53.1971,35.8306
psinha25-redis,16,1024,1.45443,54.244,37.2957,52.0587,35.7932
psinha25-redis,16,2048,1.47672,55.136,37.3368,52.9323,35.8444
psinha25-redis,16,4096,1.46291,54.5318,37.2764,52.3026,35.7526
psinha25-redis,32,512,1.47758,55.0088,37.229,53.1082,35.9427
psinha25-redis,32,1024,1.46847,54.6815,37.2369,52.7161,35.8986
psinha25-redis,32,2048,1.48985,55.4353,37.2087,53.3918,35.8371
psinha25-redis,32,4096,1.49847,55.7927,37.233,53.6384,35.7954
psinha25-redis,48,512,1.50624,56.5535,37.546,53.7926,35.7131
psinha25-redis,48,1024,1.47337,54.8256,37.211,52.6224,35.7157
psinha25-redis,48,2048,1.48155,55.0118,37.1313,52.8143,35.6481
psinha25-redis,48,4096,1.48487,55.229,37.1944,53.0764,35.7447
psinha25-nginx,2,512,1.46562,54.3219,37.0641,52.2418,35.6449
psinha25-nginx,2,1024,1.46159,54.2429,37.1123,52.1903,35.708
psinha25-nginx,2,2048,1.47214,54.564,37.0644,52.8632,35.9091
psinha25-nginx,2,4096,1.44246,53.707,37.233,51.7905,35.9043
psinha25-nginx,4,512,1.48166,55.2799,37.3095,52.9188,35.716
psinha25-nginx,4,1024,1.47107,54.9344,37.3431,52.4387,35.6466
psinha25-nginx,4,2048,1.52004,56.6765,37.2863,54.3757,35.7727
psinha25-nginx,4,4096,1.47271,54.8073,37.2151,52.8406,35.8798
psinha25-nginx,8,512,1.49725,55.8594,37.3081,53.6462,35.8299
psinha25-nginx,8,1024,1.48167,55.3691,37.3695,53.0657,35.8148
psinha25-nginx,8,2048,1.49138,55.6733,37.33,53.3011,35.7395
psinha25-nginx,8,4096,1.4457,54.2241,37.5072,51.7045,35.7644
psinha25-nginx,16,512,1.46836,54.9123,37.397,52.5757,35.8057
psinha25-nginx,16,1024,1.49383,55.6689,37.266,53.6005,35.8813
psinha25-nginx,16,2048,1.44303,54.1299,37.5112,51.6618,35.8008
psinha25-nginx,16,4096,1.47325,55.0407,37.3601,52.7284,35.7906
psinha25-nginx,32,512,1.48649,56.1848,37.7971,53.0375,35.6798
psinha25-nginx,32,1024,1.46882,55.0397,37.4721,52.3953,35.6717
psinha25-nginx,32,2048,1.44988,54.4169,37.5321,51.6578,35.6291
psinha25-nginx,32,4096,1.48037,55.7029,37.6277,52.73,35.6194
psinha25-nginx,48,512,1.44625,54.4918,37.6779,51.0166,35.275
psinha25-nginx,48,1024,1.4753,55.6035,37.6897,52.2178,35.3948
psinha25-nginx,48,2048,1.49334,56.5593,37.8743,53.1722,35.6062
psinha25-nginx,48,4096,1.46745,55.4685,37.7992,52.4355,35.7323
psinha25-mysql,2,512,1.46995,55.2372,37.5776,52.5754,35.7668
psinha25-mysql,2,1024,1.54109,57.4978,37.3098,55.3237,35.8991
psinha25-mysql,2,2048,1.48938,55.9236,37.5482,53.0446,35.6151
psinha25-mysql,2,4096,1.47404,55.6833,37.7761,52.4077,35.5539
psinha25-mysql,4,512,1.46951,54.8592,37.3316,52.7372,35.8876
psinha25-mysql,4,1024,1.47302,54.8586,37.2424,53.0225,35.9958
psinha25-mysql,4,2048,1.4624,54.4135,37.2084,52.7237,36.053
psinha25-mysql,4,4096,1.44342,53.8288,37.2925,52.0821,36.0824
psinha25-mysql,8,512,1.46863,54.5428,37.1385,52.6114,35.8234
psinha25-mysql,8,1024,1.43712,53.2882,37.08,51.559,35.8767
psinha25-mysql,8,2048,1.4781,55.4333,37.5032,52.3693,35.4303
psinha25-mysql,8,4096,1.49144,55.4818,37.2002,53.2684,35.7161
psinha25-mysql,16,512,1.45155,53.9996,37.2014,51.9136,35.7643
psinha25-mysql,16,1024,1.49421,56.233,37.6338,53.1526,35.5723
psinha25-mysql,16,2048,1.46912,54.8217,37.316,52.5186,35.7484
psinha25-mysql,16,4096,1.44969,54.0499,37.2837,51.9182,35.8132
psinha25-mysql,32,512,1.47148,55.2407,37.5409,52.6498,35.7801
psinha25-mysql,32,1024,1.42805,53.4311,37.4154,51.1673,35.8302
psinha25-mysql,32,2048,1.46147,54.6287,37.3792,52.3428,35.8151
psinha25-mysql,32,4096,1.46127,54.3101,37.1663,52.4162,35.8702
psinha25-mysql,48,512,1.47777,55.7881,37.7515,52.7264,35.6797
psinha25-mysql,48,1024,1.4588,54.7132,37.5057,52.3947,35.9164
psinha25-mysql,48,2048,1.46982,55.3458,37.6548,52.8369,35.9478
psinha25-mysql,48,4096,1.49287,55.8071,37.3825,53.8354,36.0617
psinha25-prometheus,2,512,1.47154,55.2043,37.5147,52.7953,35.8776
psinha25-prometheus,2,1024,1.4266,53.2109,37.2992,51.5052,36.1036
psinha25-prometheus,2,2048,1.47771,55.054,37.2562,53.2773,36.0539
psinha25-prometheus,2,4096,1.45985,54.6667,37.4467,52.3787,35.8795
psinha25-prometheus,4,512,1.47701,55.0502,37.2713,53.0038,35.8858
psinha25-prometheus,4,1024,1.49987,56.1509,37.4372,53.8193,35.8827
psinha25-prometheus,4,2048,1.48001,55.2917,37.359,52.9153,35.7534
psinha25-prometheus,4,4096,1.50202,56.0481,37.3151,53.9068,35.8895
psinha25-prometheus,8,512,1.49852,56.0323,37.3919,53.4293,35.6548
psinha25-prometheus,8,1024,1.50386,56.1264,37.3216,53.9399,35.8676
psinha25-prometheus,8,2048,1.4688,54.878,37.3625,52.471,35.7238
psinha25-prometheus,8,4096,1.48979,55.2834,37.1083,53.4061,35.8482
psinha25-prometheus,16,512,1.46014,54.5506,37.3598,52.3058,35.8224
psinha25-prometheus,16,1024,1.49223,55.0508,36.8915,53.8215,36.0678
psinha25-prometheus,16,2048,1.45961,54.1064,37.069,52.0992,35.6938
psinha25-prometheus,16,4096,1.47252,55.1462,37.4502,52.4811,35.6403
psinha25-prometheus,32,512,1.48514,55.3155,37.246,53.0067,35.6914
psinha25-prometheus,32,1024,1.46762,54.7455,37.3021,52.4951,35.7688
psinha25-prometheus,32,2048,1.46738,55.0945,37.5463,52.5347,35.8018
psinha25-prometheus,32,4096,1.45215,54.5316,37.5524,51.7421,35.6314
psinha25-prometheus,48,512,1.48299,55.398,37.3555,52.8963,35.6686
psinha25-prometheus,48,1024,1.45221,54.2823,37.3792,51.9703,35.7872
psinha25-prometheus,48,2048,1.4471,53.9525,37.2832,51.6693,35.7054
psinha25-prometheus,48,4096,1.45242,54.6486,37.6259,51.5457,35.4895
